S,C,T
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,-1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,-1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,-1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,1
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,1,0
null_fwd,-1,1
null_fwd,1,0
